Date,Headlines,Negative,Neutral,Positive,Actual Sentiment,Sentiment value
03/02/2023,True Spirit review – Netflix’s Jessica Watson biopic is cheesy and mawkish,0.8765571,0.11055066,0.012892237,Negative,0.8765571
02/02/2023,"Broad City, Kindred and The 400 Blows: what’s new to streaming in Australia this February : Stream lover",0.007680349,0.7935482,0.19877137,Neutral,0.7935482
02/02/2023,Netflix accidentally posts guidelines for cracking down on password sharing,0.55393994,0.4211997,0.024860319,Negative,0.55393994
31/01/2023,"Marie Kondo has finally realised what it costs to be tidy – and like me, has decided to chill the hell out",0.3716451,0.48825195,0.14010301,Neutral,0.48825195
31/01/2023,"In defense of You People, the hit Netflix movie you hated",0.7283838,0.2535923,0.01802393,Negative,0.7283838
31/01/2023,‘People are going to be really surprised’: inside the Pamela Anderson documentary,0.1753005,0.6844869,0.1402126,Neutral,0.6844869
30/01/2023,UK homes cancelled 2m streaming services last year as cost of living soared,0.6717623,0.29961628,0.02862144,Negative,0.6717623
29/01/2023,‘A real moment’: Cymraeg’s the star as Netflix buys Welsh-language drama,0.021952642,0.7200086,0.25803873,Neutral,0.7200086
28/01/2023,Wales’ Warren Gatland raises worries about Netflix’s Six Nations documentary,0.58929986,0.3923783,0.01832186,Negative,0.58929986
27/01/2023,"Farewell, Netflix password sharing. Never again will an ex feel the sting of being locked out of your account",0.7586866,0.21746013,0.0238533,Negative,0.7586866
27/01/2023,You People review – charmless Guess Who’s Coming to Dinner update,0.07421756,0.84823275,0.07754974,Neutral,0.84823275
27/01/2023,German critics pan Oscar-nominated All Quiet On the Western Front,0.15326706,0.7840159,0.062716976,Neutral,0.7840159
26/01/2023,Netflix crackdown on password sharing to begin in coming months : Australian arts in focus,0.16747046,0.788946,0.043583594,Neutral,0.788946
26/01/2023,Netflix denies any Squid Game reality show contestants have suffered ‘serious injury’,0.61217403,0.36968437,0.01814162,Negative,0.61217403
23/01/2023,Total wipeout: ‘Netflix curse’ strikes tennis players at Australian Open,0.710362,0.27454236,0.015095602,Negative,0.710362
21/01/2023,Netflix’s Reed Hastings changed the way we watch TV – for better or for worse,0.06696522,0.51343715,0.4195976,Neutral,0.51343715
19/01/2023,Netflix co-founder Reed Hastings steps down as CEO of streaming company,0.18693423,0.7629688,0.05009702,Neutral,0.7629688
19/01/2023,Will All Quiet on the Western Front really conquer all at the Baftas?,0.14190224,0.81452125,0.04357648,Neutral,0.81452125
17/01/2023,‘A modern-day fairytale’: the joyful Japanese food and friendship drama you should never watch hungry,0.21799186,0.4500829,0.33192524,Neutral,0.4500829
13/01/2023,The Guardian view on interactive TV: not quite as daring as it thinks,0.5275813,0.43782297,0.034595706,Negative,0.5275813
13/01/2023,The Guide #69: Why the abrupt end of Netflix’s 1899 could be a bad omen : The Guide,0.64302266,0.336829,0.020148378,Negative,0.64302266
13/01/2023,ITVX enjoys strong first month thanks to A Spy Among Friends and World Cup,0.00080104,0.019739864,0.9794591,Positive,0.9794591
13/01/2023,BBC Formula One presenter Jennie Gow says she has had a serious stroke,0.7451665,0.2457185,0.00911498,Negative,0.7451665
12/01/2023,Post your questions for Patton Oswalt : The reader interview,0.03965959,0.9150846,0.04525573,Neutral,0.9150846
12/01/2023,The new Matilda musical film is traumatic for child abuse victims. Hollywood must be careful,0.931537,0.06478468,0.003678319,Negative,0.931537
07/01/2023,Zero-sum game: Netflix’s Break Point aces the loneliness of top-flight tennis,0.016143616,0.4304062,0.55345017,Positive,0.55345017
07/01/2023,"Weekend podcast: why money really can’t buy you happiness, an exclusive interview with Rhod Gilbert and the pros and cons of tech : Weekend",0.08855204,0.6315239,0.2799241,Neutral,0.6315239
04/01/2023,‘He’s a financial serial killer’: how Bernie Madoff became the monster of Wall Street,0.7629427,0.22332777,0.013729628,Negative,0.7629427
03/01/2023,Copenhagen Cowboy review – Nicolas Winding Refn’s scattershot Netflix series : TV review,0.03301979,0.91636926,0.05061101,Neutral,0.91636926
01/01/2023,"The Last of Us, Shrinking and Kaleidoscope: what’s new to streaming in Australia this January : Stream lover",0.008060508,0.8655072,0.12643242,Neutral,0.8655072
01/01/2023,"Netflix to lose 700,000 UK customers in two years, analysts predict",0.6746671,0.3092021,0.016130727,Negative,0.6746671
01/01/2023,What’s on Netflix and Amazon this month – January : The best shows to stream this month,0.001290034,0.06276639,0.9359436,Positive,0.9359436
30/12/2022,"Comedian Catherine Cohen: ‘Look, I find myself quite annoying, too’",0.8522264,0.13375066,0.014023013,Negative,0.8522264
30/12/2022,I’m a therapist to the ultra-rich. Trust me when I say Glass Onion is not as far-fetched as you think,0.063340105,0.39859137,0.53806853,Positive,0.53806853
30/12/2022,LeBron exits LA and an American F1 star: our bold sports predictions for 2023,0.014791356,0.87126595,0.11394265,Neutral,0.87126595
29/12/2022,From Wednesday and Matilda to NYE fireworks: the best things for children to watch this weekend : Screen bites,0.001198021,0.027319765,0.9714822,Positive,0.9714822
28/12/2022,The 35 must-see TV shows to look forward to in 2023 : 2023 culture preview,0.001185417,0.14206599,0.8567486,Positive,0.8567486
26/12/2022,King Charles’s Christmas Day message breaks TV viewing record,0.025662104,0.5258499,0.44848803,Neutral,0.5258499
26/12/2022,Treason review – say hello to TV’s cuddliest spy : TV review,0.3147425,0.6156587,0.069598824,Neutral,0.6156587
24/12/2022,‘A living museum’: what it’s like using Netflix’s DVD-by-mail in 2022,0.053427823,0.7990794,0.14749269,Neutral,0.7990794
23/12/2022,‘Ghost stories are essentially optimistic’: Mark Gatiss leads a spooky on-air Christmas,0.023393491,0.55097455,0.42563197,Neutral,0.55097455
23/12/2022,YouTube’s NFL deal turns up the heat in battle for sports rights,0.13757151,0.77080786,0.09162063,Neutral,0.77080786
22/12/2022,Bye-bye water cooler moments: this year television was all about memes – and I hate-love it,0.40718424,0.28595215,0.30686358,Negative,0.40718424
21/12/2022,"Sharing TV streaming passwords is illegal, says UK copyright watchdog",0.64401627,0.34307563,0.012908075,Negative,0.64401627
20/12/2022,US media embraces Harry & Meghan doc as UK right wing rages,0.25609595,0.6690384,0.07486567,Neutral,0.6690384
19/12/2022,Best movies of 2022 in the US: No 5 – RRR : Best films 2022,0.003947897,0.26614472,0.7299074,Positive,0.7299074
19/12/2022,TV and movie streaming: how UK viewers can save : Money hacks,0.08935457,0.7111455,0.1994999,Neutral,0.7111455
19/12/2022,Why the woes of Harry and Meghan tell us little about British racism,0.59250116,0.3926662,0.014832687,Negative,0.59250116
17/12/2022,"Irritating, yes. Silly, yes. But Harry and Meghan are right on one thing: press persecution",0.4379683,0.48326114,0.07877057,Neutral,0.48326114
17/12/2022,"Weekend podcast: Marina Hyde on Meghan and Harry, plus navigating festive feuds, and embracing pantomime dames : Weekend",0.029567074,0.8632583,0.10717468,Neutral,0.8632583
16/12/2022,Harry and Meghan are still giving Britons what they really want from royalty: cruel spectacle,0.36874893,0.5351483,0.096102774,Neutral,0.5351483
16/12/2022,The sea of burgundy at Westminster Abbey was a not-so-subtle rebuke to Meghan,0.20265143,0.74949145,0.047857136,Neutral,0.74949145
15/12/2022,"If Harry and Meghan were hoping to change the royal family, they’ll be disappointed",0.64670444,0.332203,0.021092633,Negative,0.64670444
15/12/2022,"Stress of legal action against Mail on Sunday caused Meghan’s miscarriage, Harry claims",0.47695825,0.5100053,0.013036438,Neutral,0.5100053
15/12/2022,The Guardian view on King Charles: still on probation,0.154947,0.8179216,0.027131459,Neutral,0.8179216
15/12/2022,Best films of 2022 in the UK: No 7 – RRR : Best films 2022,0.00255626,0.19654663,0.8008972,Positive,0.8008972
15/12/2022,Harry and Meghan – do we really need more of them? Pop Culture with Chanté Joseph : Pop Culture with Chanté Joseph,0.09970029,0.79250765,0.107792005,Neutral,0.79250765
14/12/2022,Royal households accused of ‘war against Meghan’ to protect palace,0.3489287,0.6344123,0.016659033,Neutral,0.6344123
14/12/2022,How Netflix’s Wednesday became a pop culture phenomenon,0.015665947,0.6804439,0.3038902,Neutral,0.6804439
14/12/2022,"Funding cuts mean BBC can’t compete with Netflix, says watchdog",0.69708186,0.28264698,0.020271193,Negative,0.69708186
14/12/2022,Harry & Meghan becomes Netflix’s biggest documentary debut yet,0.001493749,0.22481295,0.77369326,Positive,0.77369326
13/12/2022,Why does the Harry and Meghan psychodrama continue? Because no one really wants it to end,0.78982425,0.20024724,0.009928453,Negative,0.78982425
13/12/2022,Harry and Meghan are right about racist Britain in their Netflix series,0.07643269,0.60764045,0.31592688,Neutral,0.60764045
12/12/2022,"‘They were happy to lie to protect my brother,’ says Prince Harry",0.24774073,0.62706417,0.12519512,Neutral,0.62706417
10/12/2022,Meghan and Harry’s documentary has hit the raw nerve of tabloid prejudice,0.552745,0.42154753,0.025707452,Negative,0.552745
10/12/2022,It’s Meghan and Harry’s story but the real drama is about the royals’ future,0.1230816,0.7990227,0.07789572,Neutral,0.7990227
09/12/2022,"A white lens sees Harry and Meghan as villains – through a Black one, they’ve done Britain a favour",0.120770216,0.5827269,0.29650283,Neutral,0.5827269
09/12/2022,Harry and Meghan hit back at criticism over sharing of personal clips in Netflix show,0.23422988,0.72998834,0.035781685,Neutral,0.72998834
09/12/2022,‘Assault on the Queen’s legacy’: what the UK papers say about Harry and Meghan’s Netflix documentary : What the papers say,0.16053148,0.80508614,0.03438241,Neutral,0.80508614
08/12/2022,The Guardian view on Harry and Meghan: the ring of truth,0.029509336,0.882178,0.08831258,Neutral,0.882178
08/12/2022,Media outlets outraged over Meghan and Harry series run wall-to-wall coverage,0.58586067,0.40018523,0.013954138,Negative,0.58586067
08/12/2022,"Harry & Meghan: Sussexes discuss press intrusion, racism and how they met in Netflix documentary – as it happened",0.14235735,0.8207787,0.036863953,Neutral,0.8207787
08/12/2022,How Harry met Meghan – and four more themes from the documentary so far,0.010688583,0.9367764,0.05253499,Neutral,0.9367764
08/12/2022,Ben Jennings on the Meghan and Harry documentary – cartoon : Guardian Opinion cartoon,0.040024016,0.8856869,0.07428906,Neutral,0.8856869
08/12/2022,"Watch the Harry and Meghan show, and then tell me they weren’t victims of press bigotry",0.25503737,0.6656362,0.07932642,Neutral,0.6656362
07/12/2022,Prince Harry asked ‘Are you harming your family?’ on eve of Netflix series,0.42264694,0.55996543,0.017387664,Neutral,0.55996543
05/12/2022,"Knits, tinsel and A Christmas Karen: the best and worst new festive films",0.25422445,0.37070757,0.375068,Positive,0.375068
04/12/2022,Irreverent review – a Chicago criminal goes undercover down under : Australian TV review,0.7370238,0.2562921,0.006684136,Negative,0.7370238
04/12/2022,Her dark materials: Tim Burton’s Wednesday sparks a gothic fashion revival,0.021455526,0.747534,0.23101044,Neutral,0.747534
03/12/2022,"As ITVX banks on World Cup gold, is channel too late to streaming party?",0.15675235,0.7845684,0.058679223,Neutral,0.7845684
02/12/2022,"Glass Onion, Pinocchio and the new Bump: what’s new to streaming in Australia this December : Stream lover",0.006983807,0.7767341,0.21628211,Neutral,0.7767341
02/12/2022,From crocs to court: how Outback Wrangler star Matt Wright came to face charges relating to fatal helicopter crash,0.36340323,0.6238839,0.012712834,Neutral,0.6238839
02/12/2022,Harry & Meghan film is high stakes for former royals – and for Netflix,0.02010526,0.7243005,0.25559425,Neutral,0.7243005
01/12/2022,Netflix releases Harry & Meghan documentary trailer amid royal race row,0.028033355,0.87976164,0.09220502,Neutral,0.87976164
01/12/2022,Israel condemns Netflix film showing murder of Palestinian family in 1948 war,0.91320014,0.08451486,0.002285024,Negative,0.91320014
01/12/2022,What’s on Netflix and Amazon this month – December : The best shows to stream this month,0.001232694,0.06080026,0.93796706,Positive,0.93796706
28/11/2022,Scrooge: A Christmas Carol review – Netflix’s junky musical is a lump of coal,0.5469646,0.3910241,0.062011268,Negative,0.5469646
27/11/2022,Lost city of Atlantis rises again to fuel a dangerous myth,0.75862,0.23269571,0.008684293,Negative,0.75862
26/11/2022,"Weekend podcast: Marina Hyde on England’s armband U-turn, the house-sitters defying the cost of living crisis, Heartstopper creator Alice Oseman, and the rise and fall of the cryptocurrency exchange, FTX : Weekend",0.028701318,0.8836675,0.08763121,Neutral,0.8836675
23/11/2022,"Blood, Sex & Royalty review – a terrific peek at Henry VIII and Anne Boleyn’s sexiest bits : TV review",0.019899461,0.2992852,0.68081534,Positive,0.68081534
23/11/2022,Ancient Apocalypse is the most dangerous show on Netflix,0.94130194,0.054710012,0.003988027,Negative,0.94130194
21/11/2022,‘Dolly Parton loved it’: Gracie Otto on her film Seriously Red and the success of Heartbreak High,0.003138301,0.13450359,0.8623581,Positive,0.8623581
21/11/2022,"‘Bridgerton effect’ hides reality of black lives in British history, says Sara Collins",0.48907754,0.49332136,0.017601145,Neutral,0.49332136
19/11/2022,"Heartstopper author Alice Oseman: ‘If you don’t have sex and romance, you feel like you haven’t achieved’",0.28460017,0.63548964,0.07991022,Neutral,0.63548964
19/11/2022,"Weekend podcast: Marina Hyde on Jeff Bezos, plus Letitia Wright, and the student who sued Pepsi for a fighter jet : Weekend",0.04281648,0.84966034,0.107523136,Neutral,0.84966034
18/11/2022,"Pepsi, Where’s My Jet? review – the oddly dull tale of a man who sued a soft drink for a weaponised plane : TV review",0.7025374,0.27811533,0.019347291,Negative,0.7025374
17/11/2022,Christmas With You review – Freddie Prinze Jr leads more cosy Netflix fare,0.00321116,0.3749591,0.62182975,Positive,0.62182975
17/11/2022,What drove 200 women to stab a gangster to death? Netflix series revisits crime that shocked India,0.85576946,0.1402636,0.003967022,Negative,0.85576946
16/11/2022,‘Pepsi weren’t counting on a dreamer like me’: the student who sued a soft drink giant for a $23m fighter jet,0.5772628,0.38817644,0.034560814,Negative,0.5772628
13/11/2022,‘It has added political resonance this year’: why Charles Dickens’s A Christmas Carol still strikes a chord,0.013022354,0.46618924,0.5207884,Positive,0.5207884
11/11/2022,Beware The Crown’s blurring of fact and fiction in this age of dangerous untruths,0.68810356,0.29950348,0.012392893,Negative,0.68810356
10/11/2022,Falling for Christmas review – Lindsay Lohan falls into the Netflix algorithm,0.29100716,0.6305836,0.078409314,Neutral,0.6305836
09/11/2022,I can forgive The Crown for jazzing up the facts – but not for being so horribly clunky,0.72331357,0.24227694,0.034409527,Negative,0.72331357
09/11/2022,Australian Monarchist League calls for boycott of The Crown and Netflix,0.6196171,0.3685525,0.011830368,Negative,0.6196171
07/11/2022,Princess Anne actor says disclaimers on The Crown would ‘patronise’ viewers,0.38727278,0.5770029,0.03572431,Neutral,0.5770029
06/11/2022,I never dreamed Netflix could leave me wincing in sympathy for the royal family,0.30690262,0.41005918,0.28303823,Neutral,0.41005918
04/11/2022,Netflix with ads draws some big brands – but others are unimpressed,0.6738125,0.29141563,0.03477183,Negative,0.6738125
03/11/2022,‘Did I notice a dark side?’: the true story behind serial killer drama The Good Nurse,0.39052585,0.5873144,0.022159709,Neutral,0.5873144
03/11/2022,"Whether it’s Kit Connor or Harry Styles, forcing a celebrity to come out is not progress",0.5858263,0.39049023,0.023683462,Negative,0.5858263
02/11/2022,‘This is still happening today’: the story of an abused wife accused of murder,0.8058726,0.18768638,0.006440983,Negative,0.8058726
02/11/2022,"Poker Face, Folau and The Wonder: what’s new to streaming in Australia this November : Stream lover",0.00797707,0.80840284,0.18362011,Neutral,0.80840284
01/11/2022,"‘Tampongate’ was just ‘two middle-aged lovers being sweet’, says The Crown star",0.055770952,0.66211426,0.2821148,Neutral,0.66211426
31/10/2022,What’s on Netflix and Amazon this month – November : The best shows to stream this month,0.001335284,0.067961544,0.93070316,Positive,0.93070316
29/10/2022,Is That Black Enough For You?!?: inside the Black cinema revolution of the 70s,0.10675857,0.8498113,0.043430094,Neutral,0.8498113
29/10/2022,Dahmer series creator says relatives of victims did not reply to contact efforts,0.74564147,0.24978194,0.004576657,Negative,0.74564147
28/10/2022,Enola Holmes 2 review – Netflix’s spirited mystery sequel for teens,0.010254073,0.7090559,0.28068995,Neutral,0.7090559
28/10/2022,Drink Masters: the Netflix show that’s like a boozy Bake Off – for dreadful people,0.77066374,0.19498292,0.034353293,Negative,0.77066374
28/10/2022,The Bastard Son & The Devil Himself review – gory deaths have rarely looked so beautiful : TV review,0.3152887,0.4751878,0.20952344,Neutral,0.4751878
24/10/2022,28 Days Haunted review – the ghost-hunting show that will make you roll your eyes like never before : TV review,0.21509506,0.56861675,0.21628824,Neutral,0.56861675
20/10/2022,"I quit Netflix, bought an aerial and went back to free TV. Was it worth the savings?",0.2581681,0.6340074,0.10782451,Neutral,0.6340074
19/10/2022,The Crown creator rejects criticism show is ‘unkind’ to King Charles amid row over facts,0.5039886,0.4815293,0.014482046,Negative,0.5039886
19/10/2022,Heartbreak High: Australian hit renewed for a second season on Netflix,0.010228283,0.7215339,0.26823777,Neutral,0.7215339
19/10/2022,The School for Good and Evil review – Netflix’s Harry Potter rip-off is a disaster,0.89276266,0.091861874,0.015375406,Negative,0.89276266
19/10/2022,Descendant: the untold story of an illegal slave ship and the legacy it left behind,0.695579,0.29733953,0.007081524,Negative,0.695579
18/10/2022,Netflix reverses subscriber decline with help from Stranger Things and Dahmer,0.081549995,0.6087977,0.30965233,Neutral,0.6087977
17/10/2022,Will the economic slowdown take the wind out of the US tech industry’s sails?,0.31661773,0.64209616,0.04128616,Neutral,0.64209616
17/10/2022,UK homes cancel streaming services to reduce spending,0.46659783,0.5047684,0.028633757,Neutral,0.5047684
