Date,Headlines,Negative,Neutral,Positive,Actual Sentiment,Sentiment value
20/04/2013,Oscar the chimp to delight UK cinema-goers,0.004660637,0.22156458,0.77377474,Positive,0.77377474
01/05/2013,Downton Abbey's Lily James cast as Disney's Cinderella,0.012698411,0.85528606,0.13201556,Neutral,0.85528606
02/05/2013,"New Shrek, Toy Story and Elmo apps want kids to create their own stories : Apps blog",0.002567611,0.18810086,0.80933154,Positive,0.80933154
04/05/2013,Chimpanzee – review,0.07383723,0.87802804,0.04813467,Neutral,0.87802804
06/05/2013,Iron Man 3 makes second-biggest US debut of all time,0.001388744,0.22344002,0.7751713,Positive,0.7751713
08/05/2013,Disney drops bid to trademark Day of the Dead,0.124537475,0.79651344,0.07894906,Neutral,0.79651344
09/05/2013,Game of Thrones star Richard Madden cast as Cinderella's Prince Charming,0.003827688,0.53069305,0.4654792,Neutral,0.53069305
16/05/2013,Disney retreats from Princess Merida makeover after widespread criticism,0.34303927,0.6176336,0.039327152,Neutral,0.6176336
17/05/2013,Iron Man 3 proves its box-office mettle after passing $1bn mark,0.003350066,0.13442217,0.8622278,Positive,0.8622278
20/05/2013,"20,000 Leagues Under the Sea remake put on hold",0.27550748,0.6984097,0.026082816,Neutral,0.6984097
31/05/2013,The Perfect American: Waking the dark side of Walt Disney,0.009092553,0.3695616,0.62134576,Positive,0.62134576
01/06/2013,Mark Kermode's DVD round-up : Mark Kermode's DVD round-up,0.050128877,0.9034042,0.04646706,Neutral,0.9034042
04/06/2013,Benicio del Toro to appear in Guardians of the Galaxy,0.003520821,0.49737185,0.4991073,Positive,0.4991073
07/06/2013,10 mobile games for kids with £69.99 in-app purchase options : Apps blog,0.017129183,0.6352442,0.34762666,Neutral,0.6352442
10/06/2013,Star Wars VII: JJ Abrams reluctantly relocating to London for new movie,0.018827623,0.89306474,0.08810763,Neutral,0.89306474
11/06/2013,Man of Steel sequel flies into production,0.008668453,0.7387358,0.25259575,Neutral,0.7387358
14/06/2013,Talking Friends apps reach 1bn downloads with 170m active users : Apps blog,0.001986046,0.16251592,0.8354981,Positive,0.8354981
18/06/2013,Mickey Mouse seeks new fans with mobile game and cartoon shorts : Apps blog,0.002529172,0.4399282,0.5575426,Positive,0.5575426
18/06/2013,Frozen: watch the trailer for Disney's new animated film - video : Trailer park,0.012426253,0.7427715,0.24480227,Neutral,0.7427715
20/06/2013,Star Wars: Episode VII – casting wishlist revealed,0.019371202,0.9171055,0.063523315,Neutral,0.9171055
24/06/2013,Monsters University takes World War Z to school as it wins US box office battle : Hollywood report,0.036429673,0.6713737,0.29219657,Neutral,0.6713737
24/06/2013,20 best Android apps this week : Best Android apps,0.001350669,0.054798912,0.9438504,Positive,0.9438504
01/07/2013,John D Wilson obituary,0.094961785,0.85030496,0.054733213,Neutral,0.85030496
03/07/2013,Despicable Me 2 beats double challenge of Wimbledon and Glastonbury : Box office analysis: UK,0.53818464,0.39349535,0.06831999,Negative,0.53818464
04/07/2013,Phineas and Ferb co-creator: 'children are much more intelligent than people give them credit for',0.02673934,0.26972723,0.7035334,Positive,0.7035334
08/07/2013,The Lone Ranger gives Disney a bumpy ride,0.023414655,0.47515312,0.5014323,Positive,0.5014323
10/07/2013,The Lone Ranger – review : First look review,0.04914395,0.9158068,0.035049185,Neutral,0.9158068
10/07/2013,Disney to make live action Jungle Book,0.011556677,0.5938407,0.39460266,Neutral,0.5938407
12/07/2013,Saving Mr Banks trailer hits web – with Tom Hanks starring as Walt Disney,0.005353562,0.57525295,0.4193935,Neutral,0.57525295
24/07/2013,Monsters University stays on course for decent box-office total : Box office analysis: UK,0.00617775,0.40419158,0.58963066,Positive,0.58963066
24/07/2013,"Star Wars director JJ Abrams not jumping ship, says studio",0.065238565,0.87107396,0.06368742,Neutral,0.87107396
29/07/2013,How we made The Jungle Book : How we made,0.042477157,0.8618955,0.095627345,Neutral,0.8618955
30/07/2013,Weinsteins to work with Disney on Artemis Fowl film : Film blog,0.0046343,0.7841817,0.21118407,Neutral,0.7841817
07/08/2013,The Lone Ranger: a box office flop rides into town,0.28231743,0.6728003,0.044882253,Neutral,0.6728003
09/08/2013,Thor: The Dark World – hammering home Marvel's world domination : Week in geek,0.010317465,0.53268534,0.4569972,Neutral,0.53268534
12/08/2013,Star Wars studio boss booed at fans' convention over lack of information,0.8287174,0.16473918,0.006543426,Negative,0.8287174
14/08/2013,"John Cleese and Teri Hatcher talk dreams, Planes and amoral journalism - video : Film talk",0.08918069,0.82992303,0.080896325,Neutral,0.82992303
14/08/2013,John Cleese launches comprehensive attack on British media,0.7256977,0.26695997,0.007342316,Negative,0.7256977
14/08/2013,"A Star Wars TV series may be in the pipeline again, but will it work? : TV and radio blog",0.03925687,0.859524,0.101219155,Neutral,0.859524
15/08/2013,Does Maleficent's change of plot hint that Disney is growing up? : Week in geek,0.05740118,0.7428587,0.19974013,Neutral,0.7428587
15/08/2013,Thor: The Dark World's Tom Hiddleston earns extra screen time,0.026587684,0.75052035,0.22289202,Neutral,0.75052035
16/08/2013,Planes - video review : Reel review,0.06124111,0.8996522,0.03910677,Neutral,0.8996522
16/08/2013,Why I love ... Dumbo's pink elephants : Why I love ...,0.002583911,0.03235993,0.9650562,Positive,0.9650562
16/08/2013,"The Guardian Film Show: Kick-Ass 2, Call Girl, 2 Guns and Planes - video review : The Guardian film show",0.06867679,0.8899914,0.041331783,Neutral,0.8899914
21/08/2013,Thor: The Dark World to get Disneyland attraction,0.01012966,0.5925191,0.3973512,Neutral,0.5925191
12/09/2013,Star Wars director JJ Abrams to defy bosses over shift to London,0.035641897,0.8471633,0.11719477,Neutral,0.8471633
16/09/2013,One Direction: This is Us shows Britain's favourite film experience is 1D : Box office analysis: UK,0.004159051,0.30113474,0.6947062,Positive,0.6947062
19/09/2013,Star Wars pet clothing range has puppies feeling the force,0.011484329,0.5465392,0.4419765,Neutral,0.5465392
26/09/2013,Original Chewbacca actor plans comeback for Star Wars Episode VII,0.004991542,0.8583007,0.13670777,Neutral,0.8583007
30/09/2013,Oscar predictions 2014: Saving Mr Banks : Oscar predictions 2014,0.057681028,0.88215744,0.06016158,Neutral,0.88215744
04/10/2013,Why I love … The Jungle Book's scat-singing Baloo the bear : Why I love ...,0.007230556,0.07199603,0.92077345,Positive,0.92077345
11/10/2013,Major TV networks petition supreme court to stop Aereo rebroadcasting,0.25774932,0.72442174,0.017828872,Neutral,0.72442174
11/10/2013,Quentin Tarantino: Batman is 'boring' but Lone Ranger 'excellent',0.25462577,0.54707,0.19830419,Neutral,0.54707
14/10/2013,Avatar Land: floating mountains and bioluminescent plants dangled by Disney,0.026619077,0.7840203,0.1893606,Neutral,0.7840203
16/10/2013,The Walt Disney Company - a picture from the past : Pictures from the past,0.004565126,0.38374075,0.6116941,Positive,0.6116941
21/10/2013,Tom Hanks and Emma Thompson at Saving Mr Banks premiere - video,0.007613054,0.90595835,0.086428605,Neutral,0.90595835
23/10/2013,Thor: The Dark World – first look review,0.058272794,0.90102124,0.040705927,Neutral,0.90102124
25/10/2013,Simon Hoggart's week: A dawn chorus of dissent : Simon Hoggart's week,0.3219904,0.6464959,0.031513732,Neutral,0.6464959
25/10/2013,Top 10 family movies : Film blog,0.008165848,0.6085875,0.3832466,Neutral,0.6085875
29/10/2013,Disney discontinues Star Wars and Marvel slot machines : Film blog,0.14458588,0.76123405,0.09418012,Neutral,0.76123405
31/10/2013,Thor: The Dark World – review,0.07997593,0.88583857,0.03418555,Neutral,0.88583857
06/11/2013,Star Wars Episode VII auditions to be held in the UK,0.009266584,0.94123864,0.049494736,Neutral,0.94123864
08/11/2013,Star Wars Episode VII pushed back to Christmas 2015,0.03687431,0.88974196,0.0733838,Neutral,0.88974196
13/11/2013,Gravity skyrockets up UK box office : Box office analysis: UK,0.010558704,0.51585597,0.4735853,Neutral,0.51585597
15/11/2013,20 best iPhone and iPad apps and games this week : Best iPhone and iPad apps,0.001270146,0.043211095,0.9555187,Positive,0.9555187
18/11/2013,Disney's onscreen smoking ban applies even to Walt,0.027632212,0.6364746,0.33589318,Neutral,0.6364746
20/11/2013,Diane Disney Miller obituary,0.06586256,0.8910086,0.043128844,Neutral,0.8910086
20/11/2013,Top 10 animated movies : Top 10...,0.006413097,0.5626845,0.4309024,Neutral,0.5626845
20/11/2013,Star Wars confirms R2D2 set for Episode VII return,0.002287342,0.6453553,0.35235733,Neutral,0.6453553
21/11/2013,Kelly Marcel: 'Someone from Disney's going to come and kill me',0.6740294,0.30333778,0.022632856,Negative,0.6740294
24/11/2013,"Mary, Mary, quite contrary: PL Travers and Mary Poppins",0.13097003,0.77133673,0.09769314,Neutral,0.77133673
26/11/2013,Saving Mr Banks: trashing Mrs Travers? : Reel history,0.21448381,0.72658396,0.058932196,Neutral,0.72658396
27/11/2013,Saving Mr Banks star Emma Thompson: 'PL Travers would have rather looked down upon film' - video : Film talk,0.2683099,0.6770575,0.054632597,Neutral,0.6770575
28/11/2013,Saving Mr Banks – review,0.04336446,0.8764259,0.08020961,Neutral,0.8764259
28/11/2013,Frozen in time: when will Disney's heroines reflect real body shapes? : Film blog,0.084380955,0.8441636,0.07145545,Neutral,0.8441636
29/11/2013,"The Guardian Film Show: Saving Mr Banks, Carrie and Jeune et Jolie – video review : The Guardian film show",0.039334323,0.9010994,0.0595663,Neutral,0.9010994
02/12/2013,How we made Mary Poppins : How we made,0.018175388,0.67019135,0.31163323,Neutral,0.67019135
04/12/2013,Walt Disney's childhood home to become museum,0.020602573,0.6782863,0.30111116,Neutral,0.6782863
05/12/2013,Disney Infinity to get its own magazine : Greenslade,0.003410875,0.52925694,0.46733215,Neutral,0.52925694
05/12/2013,Jungle Book movie to be directed by Alejandro González Iñárritu,0.017301956,0.9301146,0.05258341,Neutral,0.9301146
06/12/2013,X-Men supervillain Apocalypse to hit cinemas in 2016,0.010148803,0.8924689,0.09738228,Neutral,0.8924689
07/12/2013,What Saving Mr Banks tells us about the original Mary Poppins : Rereading,0.027885502,0.8841319,0.087982535,Neutral,0.8841319
08/12/2013,Frozen – review,0.11206622,0.83127403,0.056659825,Neutral,0.83127403
09/12/2013,Frozen slides into top spot as The Hobbit sequel appears on the horizon : Box office analysis: US,0.004293964,0.47942123,0.5162848,Positive,0.5162848
12/12/2013,Golden Globes 2014: a strong list that makes me look forward to Oscar night : Film blog,0.000772193,0.028916813,0.970311,Positive,0.970311
13/12/2013,Can Tom Hanks rescue Walt Disney from Saving Mr Banks?,0.04725087,0.7848824,0.16786678,Neutral,0.7848824
16/12/2013,Weinstein Company in Miramax deal,0.014781611,0.9069047,0.078313686,Neutral,0.9069047
23/12/2013,A mountaineer on the wintry princesses of Frozen : Another view,0.010173204,0.8475383,0.1422885,Neutral,0.8475383
08/01/2014,Meryl Streep attacks Walt Disney on antisemitism and sexism,0.5745056,0.40403894,0.021455456,Negative,0.5745056
14/01/2014,Frozen to be turned into a Broadway musical,0.019934209,0.7422202,0.23784558,Neutral,0.7422202
16/01/2014,What's the greatest Disney soundtrack? : Film blog,0.015358384,0.67446303,0.31017858,Neutral,0.67446303
16/01/2014,Disney grandniece backs Meryl Streep on Walt's racism and sexism,0.09381178,0.74611896,0.16006926,Neutral,0.74611896
30/01/2014,A porn star Disney princess? Why renegade artists are breaking the mould : Jonathan Jones on art,0.5760795,0.40091786,0.023002667,Negative,0.5760795
04/02/2014,Zac Efron confirms talks with makers of JJ Abrams' Star Wars: Episode VII,0.00305054,0.68958855,0.30736092,Neutral,0.68958855
06/02/2014,"Petition for plus-sized Disney princess reaches 22,000 signatures",0.003772919,0.49986985,0.49635717,Neutral,0.49986985
11/02/2014,"From the archive, 11 February 1971: New feminist versions of classic fairy tales : From the Guardian archive",0.035067946,0.9192316,0.04570046,Neutral,0.9192316
12/02/2014,Star Wars Episode VII sequel to start shooting at Pinewood in May,0.004455118,0.8949934,0.10055139,Neutral,0.8949934
13/02/2014,Tinkerbell and the Pirate Fairy – review,0.025584502,0.89920586,0.07520971,Neutral,0.89920586
18/02/2014,Star Wars 7: Transformers' Jack Reynor in talks,0.016403984,0.9295183,0.054077677,Neutral,0.9295183
26/02/2014,The Lego Movie towers over an all-animation top three : Box office analysis: UK,0.003911959,0.1516905,0.8443975,Positive,0.8443975
02/03/2014,Walt Disney Company to cut funding to Boy Scouts of America over gay policy,0.43895617,0.5323047,0.02873915,Neutral,0.5323047
03/03/2014,Disney severs Boy Scout donations in show of support for LGBT rights,0.019042067,0.65205044,0.32890743,Neutral,0.65205044
03/03/2014,Frozen wins best animated film Oscar,0.00197848,0.09256272,0.9054588,Positive,0.9054588
12/03/2014,Frozen lambasted as pro-gay propaganda by Christian pastor,0.75194126,0.24099076,0.007067976,Negative,0.75194126
19/03/2014,Disney's Pixar announces plans for The Incredibles sequel,0.001394703,0.1865586,0.8120467,Positive,0.8120467
26/03/2014,Chris Evans to quit acting after Captain America stint ends,0.25514936,0.6903023,0.05454833,Neutral,0.6903023
28/03/2014,Frozen: a deleted scene from the Oscar-winning Disney animation – video,0.012788325,0.74316967,0.24404198,Neutral,0.74316967
28/03/2014,Rumours of Bradley Cooper as Indiana Jones dismissed as 'ridiculous',0.49554685,0.4621315,0.042321667,Negative,0.49554685
30/03/2014,Disney's YouTube deal is a real game changer,0.001641462,0.040618856,0.95773965,Positive,0.95773965
30/03/2014,Guy Lodge's DVDs and downloads : Guy Lodge's streaming and DVDs,0.047861166,0.8926542,0.05948469,Neutral,0.8926542
31/03/2014,Frozen: the prim princess in an orgy of box office odd : Film blog,0.13807829,0.7584371,0.10348459,Neutral,0.7584371
08/04/2014,Original Chewbacca actor set to return in Star Wars: Episode VII,0.003233137,0.77054214,0.22622469,Neutral,0.77054214
17/04/2014,"Live Q&A with Ed Catmull, president of Pixar and Disney Animation : Webchats",0.003554974,0.66932553,0.32711953,Neutral,0.66932553
25/04/2014,"'God' is banned from Disney films, say Frozen songwriters",0.50360644,0.46687648,0.029517075,Negative,0.50360644
30/04/2014,"Star Wars 7 cast: Isaac, Ridley, Boyega and Gleeson among new names",0.004658323,0.88862634,0.10671532,Neutral,0.88862634
13/05/2014,"Frozen-mania: how Elsa, Anna and Olaf conquered the world",0.03512662,0.6717444,0.29312897,Neutral,0.6717444
14/05/2014,What's your #favouriteDisneymovie – and why? : Film blog,0.004081016,0.5381725,0.45774648,Neutral,0.5381725
17/05/2014,Frozen: parental panic as unexpected Disney hit leads to merchandise sellout,0.4856162,0.46074677,0.053637,Negative,0.4856162
28/05/2014,Disney and Sony sell FilmFlex,0.06251318,0.83238727,0.10509957,Neutral,0.83238727
11/06/2014,The Lion King's old-school simplicity roars on,0.009947994,0.3758576,0.6141944,Positive,0.6141944
24/06/2014,Stephen Sondheim says Into the Woods' sex isn't censored for Disney,0.08772854,0.6932659,0.21900548,Neutral,0.6932659
24/06/2014,"Star Wars: David Cronenberg said no, but Tom Cruise could cameo in Episode 7",0.04419188,0.83186704,0.12394106,Neutral,0.83186704
30/06/2014,Disney heroines kissed by fathers in unauthorised anti-rape campaign,0.111434676,0.7277087,0.16085665,Neutral,0.7277087
03/07/2014,Disney plans Enchanted sequel,0.003914565,0.46715426,0.52893114,Positive,0.52893114
04/07/2014,"From the archive, 4 July 1972: Woody Woodpecker shoots to the top of the cartoon tree : From the Guardian archive",0.031447675,0.86655027,0.102002084,Neutral,0.86655027
07/07/2014,Musicals we love: Into the Woods : Musicals we love,0.001404865,0.022270748,0.9763243,Positive,0.9763243
09/07/2014,Gaultier and Elie Saab channel spirit of Disney characters at Paris fashion week,0.002647298,0.5489767,0.448376,Neutral,0.5489767
16/07/2014,Disney casts 10-year-old newcomer as Mowgli in Jon Favreau's Jungle Book,0.003076265,0.6559535,0.34097022,Neutral,0.6559535
05/08/2014,Frozen director Jennifer Lee to adapt A Wrinkle in Time,0.021385483,0.8688203,0.1097942,Neutral,0.8688203
12/08/2014,Ex-EastEnders star criticises Disney for unrealistic depiction of women,0.6945163,0.2890403,0.016443426,Negative,0.6945163
19/08/2014,Edinburgh 2014 review: Dizney Rascal – poking scurrilous fun at Uncle Walt,0.11921383,0.70750463,0.17328155,Neutral,0.70750463
26/08/2014,Is this real life or just fantasy football? ESPN has NFL fans in rhapsodies,0.3136664,0.626592,0.05974159,Neutral,0.626592
01/09/2014,Big Hero 6 marks Disney's first proper step into comic-book adaptation : Week in geek,0.001043505,0.16261739,0.8363392,Positive,0.8363392
01/09/2014,Lava trailer offers first glimpse of Pixar's lovesick volcano,0.01089455,0.4049755,0.58413,Positive,0.58413
18/09/2014,Big Hero 6 first footage: a comic-book movie that kids and grownup kids will enjoy : Film blog,0.001222675,0.078349,0.92042834,Positive,0.92042834
24/09/2014,A strange doctorate: university to offer course in Marvel movie studies,0.12089682,0.78940564,0.08969754,Neutral,0.78940564
24/09/2014,Russia planning to limit foreign ownership of its media : Greenslade,0.2307486,0.74707717,0.02217423,Neutral,0.74707717
25/09/2014,Let your money go: Frozen toys expected to top Christmas sales charts,0.004085183,0.13259578,0.86331904,Positive,0.86331904
26/09/2014,"Frozen is based on my life story, claims writer seeking $250m from Disney",0.05855399,0.84022593,0.10122007,Neutral,0.84022593
01/10/2014,Rags to riches: Disney earns £170m in tax breaks as UK film industry grows,0.011271756,0.47088912,0.5178391,Positive,0.5178391
01/10/2014,"Cinema chains may boycott Netflix's Crouching Tiger, Hidden Dragon sequel",0.536557,0.43721402,0.02622895,Negative,0.536557
02/10/2014,Fifth Pirates of the Caribbean film to be shot in Queensland,0.007062885,0.88819546,0.10474162,Neutral,0.88819546
03/10/2014,Inside Out trailer: Pixar loots its own back catalogue for 'major emotion picture' : Film blog,0.064907394,0.74966115,0.18543139,Neutral,0.74966115
06/10/2014,Disneyland Paris forced to ask for €1bn emergency rescue,0.21152492,0.73022175,0.05825334,Neutral,0.73022175
06/10/2014,"Cut benefits? Yes, let’s start with our £85bn corporate welfare handout",0.5032809,0.42639148,0.070327595,Negative,0.5032809
06/10/2014,Tax relief to Disney is worth every penny,0.003536989,0.085986115,0.9104769,Positive,0.9104769
06/10/2014,Euro Disney gets cash injection from US owner,0.009656982,0.82033515,0.17000784,Neutral,0.82033515
09/10/2014,"Alexander and the Terrible, Horrible, No Good, Very Bad Day review – agitating matinee fare",0.82015294,0.16515069,0.014696387,Negative,0.82015294
10/10/2014,George Clooney interrupts honeymoon to plug Tomorrowland blockbuster,0.02017452,0.8455842,0.13424128,Neutral,0.8455842
10/10/2014,Dick Van Dyke: Brits have teased me for 50 years about Mary Poppins accent,0.61231154,0.35604504,0.03164345,Negative,0.61231154
12/10/2014,Star Wars Rebels: ‘A lot of our action is actually inspired by Indiana Jones’,0.010163805,0.7011103,0.28872588,Neutral,0.7011103
13/10/2014,Star Wars fans create shot-for-shot remake of The Empire Strikes Back,0.04382514,0.8452479,0.110926956,Neutral,0.8452479
13/10/2014,YouTube: Maker Studios says short-form stars 'inventing a new medium',0.017557316,0.6838691,0.29857355,Neutral,0.6838691
15/10/2014,Industrial Light and Magic opens UK studio to work on new Star Wars trilogy,0.004252957,0.7930489,0.20269822,Neutral,0.7930489
16/10/2014,Ryan Gosling tipped to work magic as Dr Strange,0.024461625,0.885197,0.09034134,Neutral,0.885197
17/10/2014,Warwick Davis to feel the force of Star Wars: Episode 7,0.008304064,0.8123631,0.17933293,Neutral,0.8123631
17/10/2014,Newsies: hold the front page – it’s Disney’s take on the news boys’ strike : Reel history,0.017900605,0.7074428,0.27465656,Neutral,0.7074428
31/10/2014,Petition calls for Disney to create princess with Down's syndrome,0.15357803,0.73086107,0.11556094,Neutral,0.73086107
05/11/2014,Frozen finery: fans can't let it go,0.35748804,0.53727114,0.10524076,Neutral,0.53727114
07/11/2014,Super princess me: Morgan Spurlock to film man's bid to make daughter royalty,0.015329853,0.6039945,0.38067567,Neutral,0.6039945
07/11/2014,Google ordered to reveal source of Avengers: Age of Ultron trailer leak,0.14226149,0.78105754,0.076680906,Neutral,0.78105754
07/11/2014,Toy Story 4 set for release in 2017,0.004150058,0.74843675,0.2474131,Neutral,0.74843675
10/11/2014,Interstellar dominates global box office but Big Hero 6 wins in US,0.009292917,0.47418216,0.5165249,Positive,0.5165249
25/11/2014,88 seconds of Star Wars: The Force Awakens to hit US cinemas on Friday,0.004364223,0.86881316,0.12682259,Neutral,0.86881316
27/11/2014,iAmYourFather: Star Wars trailer on iTunes as well as in cinemas on Friday,0.003920725,0.6451266,0.3509527,Neutral,0.6451266
28/11/2014,Star Wars 7: Mark Hamill predicted The Force Awakens plot in 1983,0.03273034,0.9148709,0.052398738,Neutral,0.9148709
01/12/2014,"Frozen sequel no longer on ice, confirms star Idina Menzel",0.010705178,0.7427994,0.24649547,Neutral,0.7427994
02/12/2014,"Cynics, let it go: how well do you know Frozen? – quiz : The film quiz",0.08885321,0.82903785,0.08210888,Neutral,0.82903785
04/12/2014,Ice lolly: Frozen set to become highest-selling DVD of decade,0.001755587,0.13546222,0.86278224,Positive,0.86278224
04/12/2014,Star Wars: The Force Awakens plot 'leak' hints at darkest movie yet,0.23191415,0.72190493,0.046180896,Neutral,0.72190493
05/12/2014,"Frozen assets: merchandise mania peaks with £530,000 calendar",0.047231287,0.8751524,0.077616245,Neutral,0.8751524
09/12/2014,George Lucas: I haven't seen Force Awakens trailer,0.3241543,0.64380527,0.032040507,Neutral,0.64380527
10/12/2014,Frozen most-discussed movie on Facebook in 2014,0.024796652,0.80620337,0.16900003,Neutral,0.80620337
11/12/2014,Lost 1927 Disney Christmas film found in Norway,0.15967274,0.77964246,0.060684834,Neutral,0.77964246
11/12/2014,Tinker Bell and the Legend of the Neverbeast review – mild and bland,0.5057572,0.45728976,0.036953073,Negative,0.5057572
11/12/2014,"Star Wars: Disney theme parks to incorporate a galaxy far, far away …",0.019074626,0.63595927,0.34496614,Neutral,0.63595927
11/12/2014,Disney launches its first 'Imagicademy' educational app for kids,0.001208102,0.15159498,0.8471969,Positive,0.8471969
12/12/2014,20 best iPhone and iPad apps this week : Best iPhone and iPad apps,0.001237911,0.04263783,0.9561243,Positive,0.9561243
18/12/2014,My year of warming to Frozen: several million children can't be wrong,0.031456225,0.37835646,0.59018725,Positive,0.59018725
23/12/2014,The best iPad apps of 2014 : Best iPhone and iPad apps,0.001000556,0.02823316,0.9707663,Positive,0.9707663
03/01/2015,Emily Blunt: 'Nobody goes through life unscathed',0.24743475,0.6686655,0.08389973,Neutral,0.6686655
12/01/2015,Dizney Rascal: the hit comedy that sends up Walt's princesses,0.05599742,0.77733374,0.16666886,Neutral,0.77733374
21/01/2015,Star Wars: George Lucas admits his ideas for new films abandoned by Disney,0.17243014,0.74509954,0.08247027,Neutral,0.74509954
26/01/2015,Emma Watson to be Belle of the ball in live-action Beauty and the Beast,0.00474994,0.69521946,0.30003062,Neutral,0.69521946
30/01/2015,Oscars 2015: who will win the best animated feature race? : Oscar predictions 2015,0.051774498,0.81616783,0.1320577,Neutral,0.81616783
03/02/2015,Big Hero 6 proves a Marvel as Kingsman spies the runner-up spot at UK box office : Box office analysis: UK,0.004721202,0.4366481,0.55863065,Positive,0.55863065
12/02/2015,George Lucas beats Steven Spielberg to title of Hollywood's richest movie mogul,0.04938453,0.5430396,0.40757585,Neutral,0.5430396
13/02/2015,"Cinderella review – Kenneth Branagh's perky, pretty cupcake of a fairytale : First look review",0.011932965,0.57137,0.41669703,Neutral,0.57137
13/02/2015,Why you can’t have love without lies,0.56213945,0.401368,0.036492568,Negative,0.56213945
14/02/2015,"Kenneth Branagh debuts updated, non-sexist Cinderella in Berlin film festival",0.015302227,0.88621384,0.09848384,Neutral,0.88621384
20/02/2015,Let it go? Which movie hero should be punished for their crimes? : Film blog,0.49914134,0.48175678,0.01910186,Negative,0.49914134
25/02/2015,"Watch the trailer for Frozen Fever, the sequel to the hit Disney animation – video : Trailer park",0.005825174,0.79503316,0.1991416,Neutral,0.79503316
25/02/2015,Disney debuts Frozen sequel trailer: short film centres on Elsa catching a cold : Film blog,0.035813905,0.7780758,0.18611029,Neutral,0.7780758
06/03/2015,The film that makes me cry: The Lion King : Film blog,0.44911343,0.4183073,0.13257925,Negative,0.44911343
06/03/2015,Dan Stevens to monster Emma Watson in live-action Beauty and the Beast,0.04748276,0.83936876,0.11314845,Neutral,0.83936876
